id;average_length;average_weight;habitat;ph_of_water;color;Gender;life_span
1284;18.03 inches;8.98 kg;slowmovingwaters;7.6;Orange;TRUE;22 years
1285;15 inches;3.85 kg;lakes;7.1;Orange;FALSE;7 years
1286;2.88 inches;7.28 kg;rivers;6.3;Orange;FALSE;13.9 years
1287;5.24 inches;10.67 kg;slowmovingwaters;6.6;Reddish_Orange;TRUE;4.9 years
1288;16.99 inches;4.26 kg;rivers;6.5;White;FALSE;15.1 years
1289;9.47 inches;9.49 kg;idlewater;8;Yellow;TRUE;5.1 years
1290;16.51 inches;16.07 kg;ponds;6.2;Calico;FALSE;18.8 years
1291;15.98 inches;16.96 kg;rivers;6.5;Red_and_White_Bi_Color;TRUE;23.9 years
1292;4.65 inches;11.3 kg;idlewater;7.7;White;FALSE;15.1 years
1293;7.01 inches;7.04 kg;rivers;6.5;White;FALSE;3.7 years
1294;4.58 inches;9.95 kg;slowmovingwaters;7.4;Black_and_Orange;TRUE;18.8 years
1295;16.81 inches;2.63 kg;ponds;6.8;Black_and_Orange;TRUE;6.8 years
1296;15.21 inches;5.33 kg;idlewater;6.1;Green_and_Chocolate;TRUE;23.4 years
1297;19.39 inches;18.41 kg;rivers;6.5;Black_and_Orange;0;1.8 years
1298;3.58 inches;9.52 kg;ponds;6.4;Black_and_Orange;0;3.5 years
1299;16.43 inches;6.16 kg;ponds;7.5;Reddish_Orange;TRUE;16.2 years
1300;7.02 inches;11.68 kg;ponds;7.4;Green_and_Chocolate;0;22.1 years
1301;2.45 inches;12.53 kg;rivers;6.4;Red_and_Silver;FALSE;21.7 years
1302;3.56 inches;5.8 kg;rivers;7.1;Orange;TRUE;12.5 years
1303;8.61 inches;15.52 kg;idlewater;6.2;Calico;FALSE;11.8 years
1304;17.48 inches;11.1 kg;rivers;6.5;Green_and_Chocolate;FALSE;13.6 years
1305;3.67 inches;9.66 kg;idlewater;6.8;Red_and_White_Bi_Color;FALSE;26.1 years
1306;12.16 inches;17.99 kg;ponds;6.8;Green_and_Chocolate;FALSE;25.2 years
1307;11.25 inches;4.18 kg;lakes;6.6;Black_and_Orange;TRUE;17.3 years
1308;14.91 inches;3.02 kg;slowmovingwaters;8;Red_and_Silver;TRUE;21.9 years
1309;1.25 inches;15.86 kg;rivers;7.3;Green_and_Chocolate;TRUE;19.1 years
1310;16.56 inches;13.4 kg;slowmovingwaters;7.6;Black_and_Orange;TRUE;15.3 years
1311;9.8 inches;5.39 kg;rivers;6.9;Calico;FALSE;17.6 years
1312;9.23 inches;8.33 kg;ponds;8;Red_and_Silver;FALSE;18.7 years
1313;3.72 inches;6.48 kg;slowmovingwaters;6.6;Black_and_Orange;FALSE;15.9 years
1314;4.68 inches;10.31 kg;idlewater;6.5;Yellow;TRUE;8.7 years
1315;13.29 inches;14.79 kg;idlewater;6.8;Yellow;FALSE;3 years
1316;10.36 inches;5 kg;ponds;7.3;Black_and_Orange;0;14.8 years
1317;15.68 inches;3.04 kg;rivers;7.1;Black_and_Orange;FALSE;7.9 years
1318;10.55 inches;9.61 kg;slowmovingwaters;7.7;Yellow;TRUE;24.1 years
1319;10.27 inches;8.74 kg;lakes;7;Orange;FALSE;14.7 years
1320;13.16 inches;3.42 kg;rivers;7.6;White;FALSE;7.1 years
1321;9.91 inches;7.43 kg;rivers;6.9;Green_and_Chocolate;FALSE;12 years
1322;3.63 inches;11.47 kg;ponds;6.3;Red_and_Silver;TRUE;15.4 years
1323;3.9 inches;8.63 kg;idlewater;7.7;Yellow;FALSE;5.6 years
1324;3.39 inches;6.06 kg;ponds;7.7;Green_and_Chocolate;0;18.2 years
1325;18.04 inches;18.36 kg;lakes;7;Black_and_Orange;TRUE;18.9 years
1326;17.06 inches;11.13 kg;lakes;6.5;Black_and_Orange;FALSE;7.6 years
1327;7.43 inches;10.42 kg;slowmovingwaters;6.6;Orange;TRUE;22 years
1328;11.77 inches;4.72 kg;rivers;6.2;Calico;FALSE;21.9 years
1329;10.23 inches;15.84 kg;idlewater;6.2;Red_and_Silver;FALSE;22 years
1330;19.89 inches;17.16 kg;idlewater;7.5;Red_and_White_Bi_Color;TRUE;3.5 years
1331;9.94 inches;16.81 kg;slowmovingwaters;7.9;Green_and_Chocolate;TRUE;24.2 years
1332;5.89 inches;14.7 kg;rivers;8;Yellow;FALSE;23.3 years
1333;11.68 inches;3.11 kg;ponds;6.3;Green_and_Chocolate;FALSE;26.1 years
1334;16.96 inches;10.33 kg;idlewater;6.2;Calico;TRUE;4.1 years
1335;11.79 inches;4.31 kg;ponds;7.2;Yellow;TRUE;9 years
1336;19.01 inches;9.3 kg;idlewater;6.9;Calico;TRUE;3.6 years
1337;12.21 inches;13.58 kg;idlewater;7;Red_and_White_Bi_Color;TRUE;24.2 years
1338;11.12 inches;15.08 kg;ponds;7.5;Yellow;TRUE;16.3 years
1339;17.88 inches;15.6 kg;idlewater;6.9;Red_and_White_Bi_Color;TRUE;19.9 years
1340;15.17 inches;8.71 kg;rivers;7.5;Reddish_Orange;0;13.1 years
1341;12.84 inches;17.25 kg;ponds;6.8;Orange;FALSE;5 years
1342;7.79 inches;18.05 kg;lakes;6.4;Green_and_Chocolate;FALSE;24.4 years
1343;14.78 inches;2.19 kg;rivers;8;Green_and_Chocolate;FALSE;12.5 years
1344;12.37 inches;14.42 kg;lakes;6.5;Calico;TRUE;22.9 years
1345;2.01 inches;12.09 kg;idlewater;6.4;Green_and_Chocolate;FALSE;5.8 years
1346;7.33 inches;14.71 kg;idlewater;7.4;Calico;TRUE;3.7 years
1347;6.69 inches;17.48 kg;rivers;7.3;Yellow;TRUE;14.6 years
1348;11.99 inches;9.64 kg;idlewater;7.6;Black_and_Orange;TRUE;8.3 years
1349;8.95 inches;14.91 kg;rivers;6.8;Orange;FALSE;12.5 years
1350;15.52 inches;15.64 kg;rivers;7.1;Orange;FALSE;23 years
1351;1.48 inches;12.37 kg;slowmovingwaters;6;White;FALSE;24.8 years
1352;1.68 inches;12.96 kg;slowmovingwaters;7.7;Black_and_Orange;TRUE;13.9 years
1353;5.38 inches;10.44 kg;lakes;6.5;Yellow;TRUE;20.1 years
1354;6.96 inches;14.8 kg;lakes;7.6;Green_and_Chocolate;TRUE;13.2 years
1355;4.65 inches;4.17 kg;rivers;7.6;Green_and_Chocolate;TRUE;25.3 years
1356;19.25 inches;5.45 kg;ponds;7;Reddish_Orange;TRUE;7 years
1357;13.12 inches;9.86 kg;idlewater;7.6;Red_and_White_Bi_Color;TRUE;12.7 years
1358;5.97 inches;9.72 kg;rivers;7.2;Yellow;TRUE;21.1 years
1359;14.06 inches;5.92 kg;lakes;7.4;Reddish_Orange;TRUE;13.2 years
1360;14.91 inches;17.34 kg;slowmovingwaters;7.1;Calico;FALSE;4.4 years
1361;18.69 inches;4.94 kg;idlewater;6.1;Calico;TRUE;21.5 years
1362;15.35 inches;10.2 kg;rivers;6.3;Black_and_Orange;TRUE;22.7 years
1363;8 inches;15.69 kg;ponds;7.8;Yellow;FALSE;24.4 years
1364;19.08 inches;16.45 kg;ponds;6.5;Green_and_Chocolate;TRUE;16.7 years
1365;16.06 inches;17.14 kg;slowmovingwaters;6.9;Reddish_Orange;TRUE;27.6 years
1366;18.39 inches;7.7 kg;rivers;7.2;Red_and_White_Bi_Color;FALSE;7.7 years
1367;17.67 inches;5.17 kg;idlewater;7.7;Orange;FALSE;24 years
1368;8.31 inches;6.7 kg;lakes;7.1;Orange;FALSE;20 years
1369;13.44 inches;4.83 kg;slowmovingwaters;7.7;Orange;FALSE;19.4 years
1370;11.69 inches;10 kg;lakes;6.2;Orange;TRUE;9.4 years
1371;4.84 inches;12.41 kg;lakes;7;Orange;FALSE;14.3 years
1372;6.16 inches;17.88 kg;idlewater;7;Black_and_Orange;TRUE;15.5 years
1373;10.92 inches;11.52 kg;ponds;7.3;Green_and_Chocolate;TRUE;25.4 years
1374;4.33 inches;15.97 kg;ponds;6.4;Orange;TRUE;18.1 years
1375;6.1 inches;17.44 kg;ponds;7.2;White;FALSE;26.2 years
1376;7.16 inches;17.48 kg;ponds;6.7;Red_and_Silver;FALSE;27.4 years
1377;6.18 inches;9.12 kg;idlewater;7.2;Red_and_White_Bi_Color;TRUE;1.6 years
1378;6.14 inches;8.66 kg;idlewater;6.8;White;TRUE;21.8 years
1379;2.26 inches;9.34 kg;slowmovingwaters;6.2;White;TRUE;12.3 years
1380;10.64 inches;2.93 kg;idlewater;6.1;Black_and_Orange;TRUE;2.4 years
1381;13.57 inches;5.48 kg;slowmovingwaters;6.1;Red_and_Silver;FALSE;9.9 years
1382;5.95 inches;10.83 kg;slowmovingwaters;7.6;Red_and_Silver;TRUE;6.1 years
1383;13.11 inches;9.1 kg;ponds;7.3;Red_and_Silver;TRUE;13.5 years
1384;6.91 inches;10.47 kg;rivers;7.2;Calico;0;5.8 years
1385;9.86 inches;6.71 kg;ponds;6.7;Red_and_Silver;FALSE;3.2 years
1386;16.72 inches;16.58 kg;lakes;7.8;Yellow;FALSE;18.2 years
1387;8.3 inches;8.29 kg;idlewater;7.1;Yellow;0;25.4 years
1388;7.23 inches;5.57 kg;idlewater;6.7;Calico;TRUE;4.9 years
1389;1.21 inches;3.16 kg;ponds;6.3;Red_and_White_Bi_Color;FALSE;21.4 years
1390;2.79 inches;8.27 kg;ponds;7.8;Red_and_White_Bi_Color;FALSE;4.5 years
1391;2.01 inches;5.98 kg;ponds;7.7;Reddish_Orange;TRUE;11.9 years
1392;7.44 inches;14.5 kg;ponds;7.6;Black_and_Orange;TRUE;18.8 years
1393;6.77 inches;7.75 kg;ponds;6;Black_and_Orange;0;22.9 years
1394;1.47 inches;11.92 kg;idlewater;7.8;Red_and_Silver;FALSE;2.3 years
1395;7.85 inches;5.11 kg;idlewater;6.6;Reddish_Orange;TRUE;9.3 years
1396;19.13 inches;16.99 kg;idlewater;6.7;Black_and_Orange;FALSE;19.5 years
1397;16.09 inches;5.25 kg;idlewater;6.1;Reddish_Orange;TRUE;7.2 years
1398;11.9 inches;8.07 kg;lakes;7.6;Calico;FALSE;16.3 years
1399;6.27 inches;13.99 kg;lakes;7.3;Calico;TRUE;25.2 years
1400;5.86 inches;14.24 kg;rivers;7.6;Calico;TRUE;23.5 years
1401;3.15 inches;3.61 kg;lakes;6.6;Red_and_Silver;TRUE;22.5 years
1402;1.14 inches;12.55 kg;slowmovingwaters;6.8;Red_and_White_Bi_Color;TRUE;23.5 years
1403;15.94 inches;12.51 kg;idlewater;7.8;Green_and_Chocolate;TRUE;13.8 years
1404;19.16 inches;2.21 kg;ponds;7.7;Orange;FALSE;12.9 years
1405;8.76 inches;5.07 kg;ponds;7.5;Calico;FALSE;8.6 years
1406;5.71 inches;13.44 kg;slowmovingwaters;6.7;Red_and_Silver;TRUE;13.4 years
1407;11.69 inches;3.81 kg;lakes;6.8;Green_and_Chocolate;TRUE;4.3 years
1408;12.69 inches;14.44 kg;rivers;7.2;Reddish_Orange;FALSE;23.5 years
1409;13.61 inches;5.91 kg;slowmovingwaters;7.7;Orange;TRUE;1.8 years
1410;7.08 inches;12.06 kg;ponds;7.7;Calico;TRUE;10.8 years
1411;6.89 inches;5.3 kg;ponds;7.9;Yellow;FALSE;2.1 years
1412;12.94 inches;12.29 kg;lakes;6.2;Yellow;TRUE;26.2 years
1413;18.11 inches;16.75 kg;slowmovingwaters;8;Orange;FALSE;3 years
1414;1.24 inches;7.47 kg;ponds;6;Reddish_Orange;FALSE;20.7 years
1415;9.12 inches;5.85 kg;lakes;7.8;Orange;FALSE;20.2 years
1416;1.4 inches;9.37 kg;slowmovingwaters;7.3;Black_and_Orange;FALSE;18.1 years
1417;3.47 inches;8.72 kg;ponds;6.9;Reddish_Orange;TRUE;11.8 years
1418;14.17 inches;3.42 kg;rivers;7.6;Calico;FALSE;8.6 years
1419;5.89 inches;16.36 kg;ponds;6.9;Red_and_Silver;FALSE;6 years
1420;16.43 inches;9.6 kg;ponds;6.6;Red_and_White_Bi_Color;FALSE;10.2 years
1421;2.83 inches;3.34 kg;rivers;6.1;Calico;FALSE;21.9 years
1422;10.47 inches;13.14 kg;rivers;7.3;Yellow;TRUE;1.2 years
1423;2.81 inches;13.41 kg;ponds;6.8;Black_and_Orange;TRUE;20.2 years
1424;2.08 inches;16.08 kg;ponds;7.1;Red_and_Silver;FALSE;10.6 years
1425;8.39 inches;18.73 kg;lakes;6.6;Orange;FALSE;24 years
1426;7 inches;7.73 kg;rivers;7.8;Black_and_Orange;FALSE;17.2 years
1427;18.51 inches;14.99 kg;lakes;7.9;Red_and_White_Bi_Color;FALSE;23.9 years
1428;14.67 inches;6.83 kg;lakes;6.7;Calico;TRUE;25.5 years
1429;15.6 inches;7.95 kg;lakes;7.4;Reddish_Orange;TRUE;24.1 years
1430;16.14 inches;18.29 kg;ponds;7.2;Red_and_White_Bi_Color;FALSE;6.9 years
1431;12.51 inches;10.75 kg;rivers;6.5;Black_and_Orange;FALSE;18.1 years
1432;11.19 inches;16.84 kg;slowmovingwaters;7.7;Reddish_Orange;FALSE;4.8 years
1433;3.02 inches;5.41 kg;rivers;6.8;Orange;FALSE;23.4 years
1434;7.82 inches;4.93 kg;slowmovingwaters;7.1;Red_and_White_Bi_Color;FALSE;19.3 years
1435;16.05 inches;16.66 kg;idlewater;7;Red_and_Silver;FALSE;12.3 years
1436;14.78 inches;4.37 kg;ponds;7.6;Red_and_Silver;TRUE;2.8 years
1437;13.58 inches;15.11 kg;lakes;7;Black_and_Orange;TRUE;16.2 years
1438;8.2 inches;3.94 kg;ponds;7.5;Orange;TRUE;21.6 years
1439;7.03 inches;3.46 kg;idlewater;7;Red_and_Silver;FALSE;21.6 years
1440;6.35 inches;7.46 kg;slowmovingwaters;6;Reddish_Orange;TRUE;14.6 years
1441;16.57 inches;4.22 kg;idlewater;6.6;Black_and_Orange;FALSE;6.2 years
1442;16.8 inches;12.48 kg;slowmovingwaters;6.5;Green_and_Chocolate;TRUE;22.9 years
1443;18.02 inches;14.19 kg;slowmovingwaters;7.9;White;FALSE;15.7 years
1444;11.96 inches;15.25 kg;lakes;7.5;Orange;FALSE;16.6 years
1445;11.35 inches;10 kg;idlewater;6.7;Green_and_Chocolate;FALSE;14.7 years
1446;11.51 inches;10.92 kg;rivers;7.4;Yellow;FALSE;27.5 years
1447;7.41 inches;12.08 kg;slowmovingwaters;6;Red_and_Silver;FALSE;2.6 years
1448;4.99 inches;4.31 kg;lakes;6.5;Red_and_White_Bi_Color;TRUE;2.1 years
1449;6.01 inches;6.39 kg;rivers;6.9;White;TRUE;5.7 years
1450;4.72 inches;12.2 kg;lakes;6.6;Black_and_Orange;TRUE;1.5 years
1451;18.79 inches;6.1 kg;lakes;7.2;Orange;TRUE;19.9 years
1452;6.17 inches;12.93 kg;idlewater;7.5;Calico;TRUE;1.3 years
1453;17.16 inches;8.4 kg;ponds;6.8;Green_and_Chocolate;TRUE;14.2 years
1454;19.17 inches;14.73 kg;slowmovingwaters;6.6;White;FALSE;24.3 years
1455;14.2 inches;13.58 kg;idlewater;6.4;Yellow;TRUE;7 years
1456;19.72 inches;17.53 kg;lakes;6.7;Red_and_White_Bi_Color;FALSE;25.4 years
1457;17.84 inches;4.91 kg;idlewater;7.3;White;TRUE;4.9 years
1458;19.51 inches;18.45 kg;slowmovingwaters;7.2;Calico;TRUE;24.2 years
1459;5.32 inches;10.99 kg;ponds;6.2;Green_and_Chocolate;TRUE;2.8 years
1460;8.57 inches;6.38 kg;ponds;6.5;Green_and_Chocolate;FALSE;4.8 years
1461;2.41 inches;17.19 kg;lakes;7.8;Red_and_White_Bi_Color;FALSE;4.4 years
1462;16.77 inches;7.4 kg;lakes;6.4;Orange;FALSE;9 years
1463;17.3 inches;2.03 kg;idlewater;7.7;Black_and_Orange;FALSE;5.8 years
1464;16.59 inches;15.6 kg;idlewater;7;Orange;FALSE;13.9 years
1465;3.27 inches;5.72 kg;idlewater;6.9;Green_and_Chocolate;TRUE;12.3 years
1466;1.61 inches;4.03 kg;slowmovingwaters;7.3;Red_and_White_Bi_Color;FALSE;5.9 years
1467;6.24 inches;10.46 kg;lakes;7.4;Red_and_White_Bi_Color;FALSE;3.1 years
1468;18.81 inches;2.31 kg;lakes;7.7;Black_and_Orange;FALSE;10.3 years
1469;14.65 inches;17.51 kg;rivers;6.1;White;TRUE;5.5 years
1470;6.3 inches;14.24 kg;ponds;6.6;Red_and_White_Bi_Color;FALSE;10.1 years
1471;4.31 inches;8.74 kg;lakes;6.1;Calico;TRUE;26.8 years
1472;10.92 inches;18.66 kg;lakes;6.1;Yellow;TRUE;1.8 years
1473;19.19 inches;5.77 kg;rivers;7.2;Reddish_Orange;FALSE;9.1 years
1474;14.13 inches;17.46 kg;rivers;6.9;White;TRUE;9.2 years
1475;13.41 inches;9.15 kg;rivers;6.4;Red_and_White_Bi_Color;FALSE;8.7 years
1476;1.54 inches;2.51 kg;idlewater;7.7;Red_and_White_Bi_Color;FALSE;2.9 years
1477;14.33 inches;11.01 kg;rivers;7.2;Orange;TRUE;3.1 years
1478;16.9 inches;18.39 kg;rivers;7.7;Yellow;TRUE;17.4 years
1479;11.76 inches;11.44 kg;rivers;7.2;White;TRUE;6.3 years
1480;1.39 inches;10.21 kg;slowmovingwaters;6.3;Orange;FALSE;3.4 years
1481;5.34 inches;12.44 kg;slowmovingwaters;6.2;Orange;0;18.1 years
1482;5.53 inches;15.14 kg;ponds;7.1;Reddish_Orange;FALSE;2.6 years
1483;3.45 inches;5.26 kg;idlewater;7.1;Black_and_Orange;FALSE;3 years
1484;1.71 inches;13.12 kg;ponds;6.8;Black_and_Orange;TRUE;15.2 years
1485;7.65 inches;10.57 kg;ponds;7.4;Red_and_White_Bi_Color;FALSE;20.2 years
1486;15.59 inches;11.94 kg;idlewater;7;White;FALSE;14.6 years
1487;16.13 inches;18.18 kg;slowmovingwaters;7.7;Calico;FALSE;14.3 years
1488;14.34 inches;6.88 kg;idlewater;7.9;Black_and_Orange;TRUE;2.8 years
1489;2.43 inches;18.2 kg;slowmovingwaters;6.9;Reddish_Orange;TRUE;18.5 years
1490;5.15 inches;3.51 kg;idlewater;7.8;Black_and_Orange;FALSE;10 years
1491;9.69 inches;11.66 kg;lakes;6.4;White;FALSE;18.5 years
1492;16.84 inches;6.73 kg;idlewater;7.8;White;TRUE;16 years
1493;17.02 inches;5.79 kg;slowmovingwaters;6.6;Black_and_Orange;FALSE;23 years
1494;13.05 inches;12.51 kg;idlewater;7;Black_and_Orange;TRUE;23.7 years
1495;15.29 inches;14.92 kg;rivers;6.1;Red_and_Silver;TRUE;10.7 years
1496;4.34 inches;14.18 kg;rivers;7.4;Yellow;TRUE;23.2 years
1497;9.99 inches;2.01 kg;lakes;6.2;Green_and_Chocolate;FALSE;24.4 years
1498;19.16 inches;6.42 kg;lakes;7.9;Green_and_Chocolate;FALSE;20.9 years
1499;1.29 inches;8.73 kg;lakes;7.6;Yellow;TRUE;19 years
1500;14.7 inches;17.18 kg;rivers;6.7;Green_and_Chocolate;FALSE;18.8 years
1501;12.22 inches;4.93 kg;ponds;6.2;White;FALSE;15.9 years
1502;17.12 inches;6.98 kg;lakes;6.7;Yellow;FALSE;4.4 years
1503;19.41 inches;7.79 kg;ponds;6.8;Yellow;TRUE;11.2 years
1504;2.53 inches;3.24 kg;lakes;6.9;Orange;TRUE;13.9 years
1505;2.47 inches;4.24 kg;slowmovingwaters;7.9;Yellow;FALSE;4.2 years
1506;3.82 inches;10.45 kg;ponds;6.7;Calico;FALSE;8 years
1507;3.29 inches;6.95 kg;slowmovingwaters;6.4;Black_and_Orange;FALSE;10 years
1508;7.83 inches;9.56 kg;ponds;7.4;Red_and_Silver;FALSE;11.2 years
1509;7.14 inches;14.03 kg;rivers;7.9;Yellow;FALSE;9.1 years
1510;10.49 inches;8.61 kg;rivers;7.9;Orange;FALSE;9 years
1511;8.43 inches;4.1 kg;idlewater;7.6;Reddish_Orange;FALSE;16.5 years
1512;19.84 inches;12.46 kg;idlewater;7.6;Calico;TRUE;19.2 years
1513;3.85 inches;15.74 kg;ponds;7.9;Green_and_Chocolate;TRUE;4.4 years
1514;5.68 inches;4.81 kg;slowmovingwaters;7;Calico;TRUE;13.4 years
1515;12.75 inches;4.68 kg;rivers;7.7;Green_and_Chocolate;TRUE;18.2 years
1516;10.74 inches;16.88 kg;slowmovingwaters;7.3;Reddish_Orange;FALSE;5.7 years
1517;15.79 inches;14.7 kg;idlewater;7.5;Red_and_White_Bi_Color;TRUE;10.4 years
1518;2.74 inches;15.56 kg;lakes;6.9;Red_and_Silver;FALSE;1.7 years
1519;14.74 inches;8.47 kg;idlewater;7.8;Green_and_Chocolate;FALSE;4.8 years
1520;12.18 inches;2.99 kg;lakes;6.6;Black_and_Orange;TRUE;24.8 years
1521;16.44 inches;5.51 kg;slowmovingwaters;7.3;Green_and_Chocolate;FALSE;1.3 years
1522;18.43 inches;13.6 kg;ponds;8;Yellow;TRUE;7.6 years
1523;19.19 inches;12.2 kg;slowmovingwaters;7.3;Yellow;TRUE;10.2 years
1524;17.73 inches;10.02 kg;rivers;6.7;Red_and_White_Bi_Color;FALSE;21.1 years
1525;8.41 inches;6.9 kg;ponds;6.4;Red_and_Silver;FALSE;19 years
1526;19.93 inches;11.97 kg;idlewater;6.1;White;FALSE;23.9 years
1527;5.51 inches;17.87 kg;lakes;7.8;Black_and_Orange;FALSE;15.1 years
1528;9.68 inches;18.88 kg;rivers;6.5;Orange;FALSE;24.4 years
1529;18.6 inches;11.08 kg;rivers;6.4;White;TRUE;20.1 years
1530;4.21 inches;10.17 kg;slowmovingwaters;6.9;Orange;TRUE;7.1 years
1531;18.01 inches;9.58 kg;idlewater;6.1;Reddish_Orange;TRUE;14.3 years
1532;12.23 inches;13.77 kg;ponds;7.6;Green_and_Chocolate;FALSE;5.2 years
1533;15.01 inches;11.97 kg;rivers;7.8;Reddish_Orange;TRUE;4.8 years
1534;12.7 inches;6.41 kg;idlewater;7.3;Yellow;FALSE;24.6 years
1535;7.49 inches;4.4 kg;rivers;7.4;Red_and_Silver;TRUE;2.2 years
1536;6.34 inches;9.36 kg;idlewater;6.2;Yellow;TRUE;1.6 years
1537;19.34 inches;10.01 kg;lakes;7.6;Black_and_Orange;TRUE;11.4 years
1538;7.83 inches;11.58 kg;rivers;6.1;Red_and_White_Bi_Color;FALSE;4.3 years
1539;9.13 inches;14.98 kg;slowmovingwaters;7.9;White;FALSE;8.4 years
1540;8.88 inches;2.57 kg;idlewater;7.7;Yellow;FALSE;17.8 years
1541;12.3 inches;14.92 kg;rivers;7.4;Red_and_Silver;FALSE;13.1 years
1542;7.9 inches;13.39 kg;slowmovingwaters;6.2;Orange;TRUE;9.6 years
1543;15.73 inches;13.5 kg;ponds;6.6;Red_and_Silver;FALSE;12.3 years
1544;15.54 inches;16.28 kg;idlewater;6;Red_and_Silver;TRUE;12 years
1545;6.76 inches;16.36 kg;idlewater;7.1;Black_and_Orange;TRUE;18.5 years
1546;8.37 inches;17.08 kg;lakes;7.5;Calico;FALSE;19.2 years
1547;16.35 inches;6.67 kg;lakes;7.6;White;FALSE;27.4 years
1548;19.52 inches;13.46 kg;rivers;7.2;Orange;FALSE;17.2 years
1549;18.98 inches;4.18 kg;slowmovingwaters;7.1;Green_and_Chocolate;TRUE;11.6 years
1550;5.79 inches;11.22 kg;lakes;6.4;Red_and_Silver;TRUE;22.1 years
1551;10.15 inches;16.5 kg;rivers;7.1;Yellow;TRUE;17.3 years
1552;8.85 inches;10.88 kg;lakes;6.5;Orange;FALSE;11.4 years
1553;17.62 inches;11.5 kg;lakes;6.4;White;FALSE;26.9 years
1554;6.55 inches;2.74 kg;idlewater;7.2;Orange;TRUE;9.5 years
1555;19.47 inches;5.94 kg;lakes;6.7;Yellow;TRUE;19.4 years
1556;3.3 inches;10.33 kg;slowmovingwaters;6.2;Green_and_Chocolate;TRUE;6.2 years
1557;19.95 inches;8.53 kg;slowmovingwaters;7.1;Yellow;FALSE;5.8 years
1558;16.26 inches;14.13 kg;lakes;7.4;Yellow;TRUE;9.4 years
1559;13.78 inches;4.96 kg;idlewater;6.7;Red_and_White_Bi_Color;FALSE;4.6 years
1560;8.53 inches;12.67 kg;lakes;6.2;Green_and_Chocolate;FALSE;5.7 years
1561;17.39 inches;8.11 kg;lakes;6.1;Calico;TRUE;19.8 years
1562;16.66 inches;10.22 kg;lakes;7.9;Reddish_Orange;TRUE;9 years
1563;8.09 inches;9.69 kg;rivers;7.6;Red_and_Silver;FALSE;20.8 years
1564;19.07 inches;13.25 kg;slowmovingwaters;6.3;Black_and_Orange;TRUE;10.6 years
1565;14.12 inches;9.61 kg;lakes;7.6;Orange;TRUE;4.6 years
1566;13.26 inches;3.16 kg;ponds;6.7;Orange;FALSE;1.9 years
1567;18.63 inches;5.84 kg;lakes;7.4;White;TRUE;3.1 years
1568;8.07 inches;14.48 kg;idlewater;7.2;Red_and_Silver;TRUE;28 years
1569;10.56 inches;9.15 kg;slowmovingwaters;7.8;Green_and_Chocolate;FALSE;18.3 years
1570;3.54 inches;11.56 kg;lakes;6.3;Calico;FALSE;27.1 years
1571;16.75 inches;14.84 kg;slowmovingwaters;6.3;Reddish_Orange;FALSE;21.7 years
1572;7.46 inches;18.18 kg;slowmovingwaters;6.1;Black_and_Orange;TRUE;18.7 years
1573;9.68 inches;4.68 kg;ponds;6.4;Reddish_Orange;TRUE;15.6 years
1574;19.96 inches;15.42 kg;idlewater;7.6;Calico;FALSE;18.2 years
1575;7.68 inches;11.46 kg;rivers;7.9;Black_and_Orange;TRUE;19.9 years
1576;3.25 inches;8.61 kg;lakes;6.2;Calico;FALSE;26.1 years
1577;13.55 inches;15.38 kg;rivers;6.5;Red_and_Silver;FALSE;4.2 years
1578;5.8 inches;2.09 kg;idlewater;6.5;Red_and_White_Bi_Color;FALSE;17.9 years
1579;4.52 inches;2.72 kg;lakes;6.4;Green_and_Chocolate;FALSE;4.5 years
1580;12.85 inches;4.15 kg;idlewater;7.1;Green_and_Chocolate;FALSE;2.1 years
1581;14.92 inches;5.67 kg;lakes;7;Red_and_White_Bi_Color;FALSE;25.7 years
1582;14.98 inches;11.82 kg;lakes;7.7;Yellow;FALSE;12.2 years
1583;9.13 inches;12.76 kg;lakes;7.8;Red_and_Silver;FALSE;7.9 years
1584;15.01 inches;17.89 kg;lakes;7.1;Red_and_Silver;TRUE;23 years
1585;11.55 inches;7 kg;rivers;7;White;TRUE;16.8 years
1586;5.73 inches;8.52 kg;rivers;7.9;Calico;FALSE;3.1 years
1587;4.26 inches;10.91 kg;rivers;6.2;Black_and_Orange;TRUE;11.6 years
1588;1.4 inches;14.04 kg;rivers;7.7;Green_and_Chocolate;TRUE;16 years
1589;12.5 inches;16.06 kg;rivers;6.6;Black_and_Orange;FALSE;20.1 years
1590;3.84 inches;18.32 kg;lakes;7.5;Green_and_Chocolate;FALSE;20.2 years
1591;18.72 inches;2.23 kg;rivers;6.9;Calico;FALSE;13.8 years
1592;16.8 inches;5.63 kg;slowmovingwaters;7.2;Calico;TRUE;10.9 years
1593;17.73 inches;7.52 kg;ponds;7.2;Green_and_Chocolate;FALSE;13 years
1594;3.46 inches;13.48 kg;rivers;6.1;Orange;FALSE;3.2 years
1595;6.74 inches;5.39 kg;slowmovingwaters;6.9;Red_and_White_Bi_Color;TRUE;22.2 years
1596;3.61 inches;13.63 kg;lakes;7.8;Orange;TRUE;1.2 years
1597;18.88 inches;2.19 kg;rivers;6.4;White;TRUE;12.4 years
1598;17.92 inches;12.9 kg;lakes;6.3;Orange;FALSE;7 years
1599;3.68 inches;5 kg;rivers;6.4;Red_and_White_Bi_Color;FALSE;13.2 years
1600;9.24 inches;16.95 kg;rivers;8;Orange;FALSE;10.9 years
