scientific_name;common_name;meaning;diet;length_m;weight_kg;height_m;locomotion;period;lived_in;behavior_notes;first_discovered;fossil_location;notable_features;intelligence_level;source_link;row_index
Goyocephale;Goyocephale;Near bird;Carnivore;0.5;0.38;0.25;Bipedal;Late Jurassic;China;Feathered;2009;China;Feathers;Medium;https://en.wikipedia.org/wiki/Goyocephale;126
Graciliceratops;Graciliceratops;Near lizard;Herbivore;2.0;50.0;1.0;Bipedal;Early Jurassic;USA;Small herbivore;1818;USA;Small body;Medium;https://en.wikipedia.org/wiki/Graciliceratops;127
Gryposaurus;Gryposaurus;Fused lizard;Herbivore;6.0;6000.0;1.7;Quadrupedal;Late Cretaceous;North America;Armored;1908;Canada;Club tail;Medium;https://en.wikipedia.org/wiki/Gryposaurus;128
Guaibasaurus;Guaibasaurus;Different lizard;Carnivore;12.0;2000.0;3.5;Bipedal;Late Jurassic;North America;Pack hunter;1877;USA;Large skull;Medium;https://en.wikipedia.org/wiki/Guaibasaurus;129
Guanlong;Guanlong;Alvarez's lizard;Carnivore;2.0;20.0;0.8;Bipedal;Late Cretaceous;Argentina;Small predator;1991;Argentina;Tiny arms;Medium;https://en.wikipedia.org/wiki/Guanlong;130
Hadrosaurus;Hadrosaurus;La Amarga lizard;Herbivore;10.0;2500.0;3.5;Quadrupedal;Early Cretaceous;Argentina;Neck spines;1991;Argentina;Neck spines;Low;https://en.wikipedia.org/wiki/Hadrosaurus;131
Hagryphus;Hagryphus;Sand lizard;Herbivore;4.0;300.0;1.2;Bipedal;Early Jurassic;USA;Early sauropodomorph;1889;USA;Slender build;Medium;https://en.wikipedia.org/wiki/Hagryphus;132
Haplocanthosaurus;Haplocanthosaurus;Vineyard lizard;Herbivore;15.0;5000.0;4.2;Quadrupedal;Late Cretaceous;France;Armored;1989;France;Bony armor;Low;https://en.wikipedia.org/wiki/Haplocanthosaurus;133
Harpymimus;Harpymimus;Almond tooth;Herbivore;12.0;3000.0;3.0;Quadrupedal;Middle Jurassic;Argentina;Basal sauropod;1947;Argentina;Teeth shape;Low;https://en.wikipedia.org/wiki/Harpymimus;134
Herrerasaurus;Herrerasaurus;Near horned face;Herbivore;6.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Canada;Horned face;1912;Canada;Large frill;Low;https://en.wikipedia.org/wiki/Herrerasaurus;135
Hesperosaurus;Hesperosaurus;Near bird;Carnivore;0.5;0.38;0.25;Bipedal;Late Jurassic;China;Feathered;2009;China;Feathers;Medium;https://en.wikipedia.org/wiki/Hesperosaurus;136
Heterodontosaurus;Heterodontosaurus;Near lizard;Herbivore;2.0;50.0;1.0;Bipedal;Early Jurassic;USA;Small herbivore;1818;USA;Small body;Medium;https://en.wikipedia.org/wiki/Heterodontosaurus;137
Heyuannia;Heyuannia;Fused lizard;Herbivore;6.0;6000.0;1.7;Quadrupedal;Late Cretaceous;North America;Armored;1908;Canada;Club tail;Medium;https://en.wikipedia.org/wiki/Heyuannia;138
Homalocephale;Homalocephale;Different lizard;Carnivore;12.0;2000.0;3.5;Bipedal;Late Jurassic;North America;Pack hunter;1877;USA;Large skull;Medium;https://en.wikipedia.org/wiki/Homalocephale;139
Huayangosaurus;Huayangosaurus;Alvarez's lizard;Carnivore;2.0;20.0;0.8;Bipedal;Late Cretaceous;Argentina;Small predator;1991;Argentina;Tiny arms;Medium;https://en.wikipedia.org/wiki/Huayangosaurus;140
Hylaeosaurus;Hylaeosaurus;La Amarga lizard;Herbivore;10.0;2500.0;3.5;Quadrupedal;Early Cretaceous;Argentina;Neck spines;1991;Argentina;Neck spines;Low;https://en.wikipedia.org/wiki/Hylaeosaurus;141
Hypacrosaurus;Hypacrosaurus;Sand lizard;Herbivore;4.0;300.0;1.2;Bipedal;Early Jurassic;USA;Early sauropodomorph;1889;USA;Slender build;Medium;https://en.wikipedia.org/wiki/Hypacrosaurus;142
Hypsilophodon;Hypsilophodon;Vineyard lizard;Herbivore;2.3;50.0;0.8;Quadrupedal;Late Cretaceous;France;Armored;1989;France;Bony armor;Low;https://en.wikipedia.org/wiki/Hypsilophodon;143
Iguanodon;Iguanodon;Almond tooth;Herbivore;10.0;3500.0;3.0;Quadrupedal;Middle Jurassic;Argentina;Basal sauropod;1947;Argentina;Teeth shape;Low;https://en.wikipedia.org/wiki/Iguanodon;144
Indosuchus;Indosuchus;Near horned face;Herbivore;6.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Canada;Horned face;1912;Canada;Large frill;Low;https://en.wikipedia.org/wiki/Indosuchus;145
Irritator;Irritator;Near bird;Carnivore;0.5;0.38;0.25;Bipedal;Late Jurassic;China;Feathered;2009;China;Feathers;Medium;https://en.wikipedia.org/wiki/Irritator;146
Isisaurus;Isisaurus;Near lizard;Herbivore;2.0;50.0;1.0;Bipedal;Early Jurassic;USA;Small herbivore;1818;USA;Small body;Medium;https://en.wikipedia.org/wiki/Isisaurus;147
Janenschia;Janenschia;Fused lizard;Herbivore;6.0;6000.0;1.7;Quadrupedal;Late Cretaceous;North America;Armored;1908;Canada;Club tail;Medium;https://en.wikipedia.org/wiki/Janenschia;148
Jaxartosaurus;Jaxartosaurus;Different lizard;Carnivore;12.0;2000.0;3.5;Bipedal;Late Jurassic;North America;Pack hunter;1877;USA;Large skull;Medium;https://en.wikipedia.org/wiki/Jaxartosaurus;149
Jingshanosaurus;Jingshanosaurus;Alvarez's lizard;Carnivore;2.0;20.0;0.8;Bipedal;Late Cretaceous;Argentina;Small predator;1991;Argentina;Tiny arms;Medium;https://en.wikipedia.org/wiki/Jingshanosaurus;150
Jinzhousaurus;Jinzhousaurus;La Amarga lizard;Herbivore;10.0;2500.0;3.5;Quadrupedal;Early Cretaceous;Argentina;Neck spines;1991;Argentina;Neck spines;Low;https://en.wikipedia.org/wiki/Jinzhousaurus;151
Jobaria;Jobaria;Sand lizard;Herbivore;21.0;22000.0;7.0;Bipedal;Early Jurassic;USA;Early sauropodomorph;1889;USA;Slender build;Medium;https://en.wikipedia.org/wiki/Jobaria;152
Juravenator;Juravenator;Vineyard lizard;Herbivore;15.0;5000.0;4.2;Quadrupedal;Late Cretaceous;France;Armored;1989;France;Bony armor;Low;https://en.wikipedia.org/wiki/Juravenator;153
Kentrosaurus;Kentrosaurus;Almond tooth;Herbivore;5.0;1000.0;2.0;Quadrupedal;Middle Jurassic;Argentina;Basal sauropod;1947;Argentina;Teeth shape;Low;https://en.wikipedia.org/wiki/Kentrosaurus;154
Khaan;Khaan;Near horned face;Herbivore;6.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Canada;Horned face;1912;Canada;Large frill;Low;https://en.wikipedia.org/wiki/Khaan;155
Kotasaurus;Kotasaurus;Near bird;Carnivore;0.5;0.38;0.25;Bipedal;Late Jurassic;China;Feathered;2009;China;Feathers;Medium;https://en.wikipedia.org/wiki/Kotasaurus;156
Kritosaurus;Kritosaurus;Near lizard;Herbivore;2.0;50.0;1.0;Bipedal;Early Jurassic;USA;Small herbivore;1818;USA;Small body;Medium;https://en.wikipedia.org/wiki/Kritosaurus;157
Lambeosaurus;Lambeosaurus;Fused lizard;Herbivore;6.0;6000.0;1.7;Quadrupedal;Late Cretaceous;North America;Armored;1908;Canada;Club tail;Medium;https://en.wikipedia.org/wiki/Lambeosaurus;158
Lapparentosaurus;Lapparentosaurus;Different lizard;Carnivore;12.0;2000.0;3.5;Bipedal;Late Jurassic;North America;Pack hunter;1877;USA;Large skull;Medium;https://en.wikipedia.org/wiki/Lapparentosaurus;159
Leaellynasaura;Leaellynasaura;Alvarez's lizard;Carnivore;2.0;20.0;0.8;Bipedal;Late Cretaceous;Argentina;Small predator;1991;Argentina;Tiny arms;Medium;https://en.wikipedia.org/wiki/Leaellynasaura;160
Leptoceratops;Leptoceratops;La Amarga lizard;Herbivore;10.0;2500.0;3.5;Quadrupedal;Early Cretaceous;Argentina;Neck spines;1991;Argentina;Neck spines;Low;https://en.wikipedia.org/wiki/Leptoceratops;161
Lesothosaurus;Lesothosaurus;Sand lizard;Herbivore;2.0;12.0;0.8;Bipedal;Early Jurassic;USA;Early sauropodomorph;1889;USA;Slender build;Medium;https://en.wikipedia.org/wiki/Lesothosaurus;162
Liaoceratops;Liaoceratops;Vineyard lizard;Herbivore;15.0;5000.0;4.2;Quadrupedal;Late Cretaceous;France;Armored;1989;France;Bony armor;Low;https://en.wikipedia.org/wiki/Liaoceratops;163
Ligabuesaurus;Ligabuesaurus;Almond tooth;Herbivore;12.0;6500.0;4.5;Quadrupedal;Middle Jurassic;Argentina;Basal sauropod;1947;Argentina;Teeth shape;Low;https://en.wikipedia.org/wiki/Ligabuesaurus;164
Liliensternus;Liliensternus;Near horned face;Herbivore;6.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Canada;Horned face;1912;Canada;Large frill;Low;https://en.wikipedia.org/wiki/Liliensternus;165
Lophorhothon;Lophorhothon;Near bird;Carnivore;0.5;0.38;0.25;Bipedal;Late Jurassic;China;Feathered;2009;China;Feathers;Medium;https://en.wikipedia.org/wiki/Lophorhothon;166
Lophostropheus;Lophostropheus;Near lizard;Herbivore;2.0;50.0;1.0;Bipedal;Early Jurassic;USA;Small herbivore;1818;USA;Small body;Medium;https://en.wikipedia.org/wiki/Lophostropheus;167
Lufengosaurus;Lufengosaurus;Fused lizard;Herbivore;6.0;6000.0;1.7;Quadrupedal;Late Cretaceous;North America;Armored;1908;Canada;Club tail;Medium;https://en.wikipedia.org/wiki/Lufengosaurus;168
Lurdusaurus;Lurdusaurus;Different lizard;Carnivore;12.0;2000.0;3.5;Bipedal;Late Jurassic;North America;Pack hunter;1877;USA;Large skull;Medium;https://en.wikipedia.org/wiki/Lurdusaurus;169
Lusotitan;Lusotitan;Alvarez's lizard;Carnivore;2.0;20.0;0.8;Bipedal;Late Cretaceous;Argentina;Small predator;1991;Argentina;Tiny arms;Medium;https://en.wikipedia.org/wiki/Lusotitan;170
Lycorhinus;Lycorhinus;La Amarga lizard;Herbivore;10.0;2500.0;3.5;Quadrupedal;Early Cretaceous;Argentina;Neck spines;1991;Argentina;Neck spines;Low;https://en.wikipedia.org/wiki/Lycorhinus;171
Magyarosaurus;Magyarosaurus;Sand lizard;Herbivore;4.0;300.0;1.2;Bipedal;Early Jurassic;USA;Early sauropodomorph;1889;USA;Slender build;Medium;https://en.wikipedia.org/wiki/Magyarosaurus;172
Maiasaura;Maiasaura;Vineyard lizard;Herbivore;9.0;3000.0;3.0;Quadrupedal;Late Cretaceous;France;Armored;1989;France;Bony armor;Low;https://en.wikipedia.org/wiki/Maiasaura;173
Majungasaurus;Majungasaurus;Almond tooth;Herbivore;12.0;3000.0;3.0;Quadrupedal;Middle Jurassic;Argentina;Basal sauropod;1947;Argentina;Teeth shape;Low;https://en.wikipedia.org/wiki/Majungasaurus;174
Malawisaurus;Malawisaurus;Near horned face;Herbivore;6.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Canada;Horned face;1912;Canada;Large frill;Low;https://en.wikipedia.org/wiki/Malawisaurus;175
Mamenchisaurus;Mamenchisaurus;Near bird;Carnivore;0.5;0.38;0.25;Bipedal;Late Jurassic;China;Feathered;2009;China;Feathers;Medium;https://en.wikipedia.org/wiki/Mamenchisaurus;176
Mapusaurus;Mapusaurus;Near lizard;Herbivore;12.5;6000.0;3.5;Bipedal;Early Jurassic;USA;Small herbivore;1818;USA;Small body;Medium;https://en.wikipedia.org/wiki/Mapusaurus;177
Marshosaurus;Marshosaurus;Fused lizard;Herbivore;6.0;6000.0;1.7;Quadrupedal;Late Cretaceous;North America;Armored;1908;Canada;Club tail;Medium;https://en.wikipedia.org/wiki/Marshosaurus;178
Masiakasaurus;Masiakasaurus;Different lizard;Carnivore;12.0;2000.0;3.5;Bipedal;Late Jurassic;North America;Pack hunter;1877;USA;Large skull;Medium;https://en.wikipedia.org/wiki/Masiakasaurus;179
Massospondylus;Massospondylus;Alvarez's lizard;Carnivore;4.0;1000.0;2.0;Bipedal;Late Cretaceous;Argentina;Small predator;1991;Argentina;Tiny arms;Medium;https://en.wikipedia.org/wiki/Massospondylus;180
Maxakalisaurus;Maxakalisaurus;La Amarga lizard;Herbivore;10.0;2500.0;3.5;Quadrupedal;Early Cretaceous;Argentina;Neck spines;1991;Argentina;Neck spines;Low;https://en.wikipedia.org/wiki/Maxakalisaurus;181
Megalosaurus;Megalosaurus;Sand lizard;Herbivore;9.0;1000.0;3.0;Bipedal;Early Jurassic;USA;Early sauropodomorph;1889;USA;Slender build;Medium;https://en.wikipedia.org/wiki/Megalosaurus;182
Melanorosaurus;Melanorosaurus;Vineyard lizard;Herbivore;15.0;5000.0;4.2;Quadrupedal;Late Cretaceous;France;Armored;1989;France;Bony armor;Low;https://en.wikipedia.org/wiki/Melanorosaurus;183
Metriacanthosaurus;Metriacanthosaurus;Almond tooth;Herbivore;12.0;3000.0;3.0;Quadrupedal;Middle Jurassic;Argentina;Basal sauropod;1947;Argentina;Teeth shape;Low;https://en.wikipedia.org/wiki/Metriacanthosaurus;184
Microceratus;Microceratus;Near horned face;Herbivore;6.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Canada;Horned face;1912;Canada;Large frill;Low;https://en.wikipedia.org/wiki/Microceratus;185
Micropachycephalosaurus;Micropachycephalosaurus;Near bird;Carnivore;0.5;0.38;0.25;Bipedal;Late Jurassic;China;Feathered;2009;China;Feathers;Medium;https://en.wikipedia.org/wiki/Micropachycephalosaurus;186
Microraptor;Microraptor;Near lizard;Herbivore;2.0;50.0;1.0;Bipedal;Early Jurassic;USA;Small herbivore;1818;USA;Small body;Medium;https://en.wikipedia.org/wiki/Microraptor;187
Minmi;Minmi;Fused lizard;Herbivore;3.0;300.0;1.0;Quadrupedal;Late Cretaceous;North America;Armored;1908;Canada;Club tail;Medium;https://en.wikipedia.org/wiki/Minmi;188
Monolophosaurus;Monolophosaurus;Different lizard;Carnivore;12.0;2000.0;3.5;Bipedal;Late Jurassic;North America;Pack hunter;1877;USA;Large skull;Medium;https://en.wikipedia.org/wiki/Monolophosaurus;189
Mononykus;Mononykus;Alvarez's lizard;Carnivore;1.2;3.5;0.5;Bipedal;Late Cretaceous;Argentina;Small predator;1991;Argentina;Tiny arms;Medium;https://en.wikipedia.org/wiki/Mononykus;190
Mussaurus;Mussaurus;La Amarga lizard;Herbivore;10.0;2500.0;3.5;Quadrupedal;Early Cretaceous;Argentina;Neck spines;1991;Argentina;Neck spines;Low;https://en.wikipedia.org/wiki/Mussaurus;191
Muttaburrasaurus;Muttaburrasaurus;Sand lizard;Herbivore;4.0;300.0;1.2;Bipedal;Early Jurassic;USA;Early sauropodomorph;1889;USA;Slender build;Medium;https://en.wikipedia.org/wiki/Muttaburrasaurus;192
Nanshiungosaurus;Nanshiungosaurus;Vineyard lizard;Herbivore;15.0;5000.0;4.2;Quadrupedal;Late Cretaceous;France;Armored;1989;France;Bony armor;Low;https://en.wikipedia.org/wiki/Nanshiungosaurus;193
Nedoceratops;Nedoceratops;Almond tooth;Herbivore;12.0;3000.0;3.0;Quadrupedal;Middle Jurassic;Argentina;Basal sauropod;1947;Argentina;Teeth shape;Low;https://en.wikipedia.org/wiki/Nedoceratops;194
Nemegtosaurus;Nemegtosaurus;Near horned face;Herbivore;6.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Canada;Horned face;1912;Canada;Large frill;Low;https://en.wikipedia.org/wiki/Nemegtosaurus;195
Neovenator;Neovenator;Near bird;Carnivore;0.5;0.38;0.25;Bipedal;Late Jurassic;China;Feathered;2009;China;Feathers;Medium;https://en.wikipedia.org/wiki/Neovenator;196
Neuquensaurus;Neuquensaurus;Near lizard;Herbivore;2.0;50.0;1.0;Bipedal;Early Jurassic;USA;Small herbivore;1818;USA;Small body;Medium;https://en.wikipedia.org/wiki/Neuquensaurus;197
Nigersaurus;Nigersaurus;Fused lizard;Herbivore;9.0;4000.0;3.5;Quadrupedal;Late Cretaceous;North America;Armored;1908;Canada;Club tail;Medium;https://en.wikipedia.org/wiki/Nigersaurus;198
Nipponosaurus;Nipponosaurus;Different lizard;Carnivore;12.0;2000.0;3.5;Bipedal;Late Jurassic;North America;Pack hunter;1877;USA;Large skull;Medium;https://en.wikipedia.org/wiki/Nipponosaurus;199
Noasaurus;Noasaurus;Alvarez's lizard;Carnivore;2.0;20.0;0.8;Bipedal;Late Cretaceous;Argentina;Small predator;1991;Argentina;Tiny arms;Medium;https://en.wikipedia.org/wiki/Noasaurus;200
Nodosaurus;Nodosaurus;La Amarga lizard;Herbivore;10.0;2500.0;3.5;Quadrupedal;Early Cretaceous;Argentina;Neck spines;1991;Argentina;Neck spines;Low;https://en.wikipedia.org/wiki/Nodosaurus;201
Nomingia;Nomingia;Sand lizard;Herbivore;4.0;300.0;1.2;Bipedal;Early Jurassic;USA;Early sauropodomorph;1889;USA;Slender build;Medium;https://en.wikipedia.org/wiki/Nomingia;202
Nothronychus;Nothronychus;Vineyard lizard;Herbivore;15.0;5000.0;4.2;Quadrupedal;Late Cretaceous;France;Armored;1989;France;Bony armor;Low;https://en.wikipedia.org/wiki/Nothronychus;203
Nqwebasaurus;Nqwebasaurus;Almond tooth;Herbivore;12.0;3000.0;3.0;Quadrupedal;Middle Jurassic;Argentina;Basal sauropod;1947;Argentina;Teeth shape;Low;https://en.wikipedia.org/wiki/Nqwebasaurus;204
Omeisaurus;Omeisaurus;Omei Mountain lizard;Herbivore;18.0;15000.0;6.0;Quadrupedal;Middle Jurassic;China;Long-necked sauropod;1939;Sichuan, China;Very long neck;Low;https://en.wikipedia.org/wiki/Omeisaurus;205
Opisthocoelicaudia;Opisthocoelicaudia;Posterior cavity tail;Herbivore;11.0;25000.0;5.0;Quadrupedal;Late Cretaceous;Mongolia;May have used tail as defense;1965;Nemegt Basin, Mongolia;Unique tail vertebrae;Low;https://en.wikipedia.org/wiki/Opisthocoelicaudia;206
Ornitholestes;Ornitholestes;Bird robber;Carnivore;2.0;12.0;1.0;Bipedal;Late Jurassic;North America;Fast and agile hunter;1903;Wyoming, USA;Lightweight predator with small arms;Medium;https://en.wikipedia.org/wiki/Ornitholestes;207
Ornithomimus;Ornithomimus;Bird mimic;Omnivore;3.5;150.0;2.0;Bipedal;Late Cretaceous;North America;Fast runner, likely feathered;1890;Alberta, Canada;Long legs and neck, bird-like beak;Medium;https://en.wikipedia.org/wiki/Ornithomimus;208
Futalognkosaurus;Futalognkosaurus dukei;Giant chief lizard;Herbivore;26.0;38000.0;8.0;Quadrupedal;Late Cretaceous;Argentina;Colossal titanosaur with shark?fin neural spines and broad hips;2007;Argentina;One of the most complete giant sauropods (~70?% skeleton);Very Large;https://en.wikipedia.org/wiki/Futalognkosaurus;209
Ferganasaurus;Ferganasaurus verzilini;Fergana Valley lizard;Herbivore;18.0;15000.0;5.5;Quadrupedal;Middle Jurassic;Kyrgyzstan;Large sauropod with pillar-like legs and 2?hand claws;2003;Kyrgyzstan;Basal neosauropod similar to Rhoetosaurus;;;
Fabrosaurus;Fabrosaurus australis;Fabre's southern lizard;Herbivore;1.2;6.0;0.5;Bipedal;Early Jurassic;Lesotho;Primitive ornithischian with sharp beak and small size;1964;Lesotho;Now considered dubious;;;
Fulengia;Fulengia youngi;Fu Ling lizard;Herbivore;1.5;25.0;0.5;Bipedal?;Late Triassic;China;Originally misidentified;;;;;;
Fresnosaurus;Fresnosaurus drescheri;Fresno lizard;Carnivore;8.5;2000.0;3.0;Aquatic;Late Cretaceous;USA (California);Elasmosaurid plesiosaur with long neck and small head;1943;USA;Marine reptile;;;
Ouranosaurus;Ouranosaurus;Brave lizard;Herbivore;7.0;2200.0;3.2;Bipedal;Early Cretaceous;Niger;Possibly used sail for thermoregulation;1965;Gadoufaoua, Niger;Large back sail;Low;https://en.wikipedia.org/wiki/Ouranosaurus;214
Oviraptor;Oviraptor;Egg thief;Omnivore;2.0;33.0;1.0;Bipedal;Late Cretaceous;Mongolia;Likely brooded eggs instead of stealing them;1923;Djadokhta Formation, Mongolia;Beaked jaw, possible feather covering;Medium;https://en.wikipedia.org/wiki/Oviraptor;215
Othnielia;Othnielia;Named after Othniel Charles Marsh;Herbivore;1.5;15.0;0.6;Bipedal;Late Jurassic;North America;Small and agile;1977;Wyoming, USA;Fast runner, small ornithopod;Medium;https://en.wikipedia.org/wiki/Othnielia;216
Orodromeus;Orodromeus;Mountain runner;Herbivore;2.5;40.0;1.0;Bipedal;Late Cretaceous;USA (Montana);Burrowing behavior hypothesized;1983;Montana, USA;Fast, possibly burrowed;Medium;https://en.wikipedia.org/wiki/Orodromeus;217
Othnielosaurus;Othnielosaurus;Othniel's lizard;Herbivore;2.0;20.0;0.8;Bipedal;Late Jurassic;USA;Possibly related to Othnielia;2007;Morrison Formation, USA;Reclassified small ornithopod;Medium;https://en.wikipedia.org/wiki/Othnielosaurus;218
Ozraptor;Ozraptor;Australian thief;Carnivore;2.0;30.0;1.0;Bipedal;Middle Jurassic;Australia;Known from fragmentary fossil;1998;Western Australia;Known from partial limb bone;Unknown;https://en.wikipedia.org/wiki/Ozraptor;219
Pachycephalosaurus;Pachycephalosaurus;Thick-headed lizard;Herbivore;4.5;450.0;1.8;Bipedal;Late Cretaceous;North America;Known for thick skull, possibly for head-butting;1938;Montana, USA;Dome-shaped skull;Medium;https://en.wikipedia.org/wiki/Pachycephalosaurus;220
Parasaurolophus;Parasaurolophus;Near crested lizard;Herbivore;10.0;2500.0;4.0;Bipedal/Quadrupedal;Late Cretaceous;North America;Had a long hollow crest possibly used for sound;1922;Alberta, Canada;Long tubular crest;Medium;https://en.wikipedia.org/wiki/Parasaurolophus;221
Plateosaurus;Plateosaurus;Flat lizard;Herbivore;8.0;4000.0;3.0;Bipedal;Late Triassic;Europe;One of the earliest large herbivores;1834;Germany, Switzerland;Long neck, clawed hands;Low;https://en.wikipedia.org/wiki/Plateosaurus;222
Pentaceratops;Pentaceratops;Five-horned face;Herbivore;6.0;5500.0;2.5;Quadrupedal;Late Cretaceous;North America;Large frill and five horns;1921;New Mexico, USA;Huge frill and horned face;Medium;https://en.wikipedia.org/wiki/Pentaceratops;223
Piatnitzkysaurus;Piatnitzkysaurus;Piatnitzky's lizard;Carnivore;6.6;600.0;2.2;Bipedal;Middle Jurassic;Argentina;Medium-sized theropod predator;1977;Chubut Province, Argentina;Slender, agile build;Medium;https://en.wikipedia.org/wiki/Piatnitzkysaurus;224
Panoplosaurus;Panoplosaurus;Completely armored lizard;Herbivore;7.0;3000.0;2.0;Quadrupedal;Late Cretaceous;North America;Heavy armor, lacked tail club;1917;Alberta, Canada;Armored body with spines;Low;https://en.wikipedia.org/wiki/Panoplosaurus;225
Protoceratops;Protoceratops;First horned face;Herbivore;1.8;180.0;0.6;Quadrupedal;Late Cretaceous;Mongolia;Small frilled ceratopsian;1922;Mongolia;Frill and beaked mouth;Medium;https://en.wikipedia.org/wiki/Protoceratops;226
Prenocephale;Prenocephale;Sloping head;Herbivore;2.4;130.0;0.9;Bipedal;Late Cretaceous;Mongolia;Dome-headed with short snout;1974;Nemegt Formation, Mongolia;Rounded skull dome;Medium;https://en.wikipedia.org/wiki/Prenocephale;227
Patagotitan;Patagotitan;Patagonian titan;Herbivore;37.0;70000.0;10.0;Quadrupedal;Late Cretaceous;Argentina;One of the largest known dinosaurs;2014;Patagonia, Argentina;Extremely large sauropod;Low;https://en.wikipedia.org/wiki/Patagotitan;228
Pelecanimimus;Pelecanimimus;Pelican mimic;Carnivore;2.5;50.0;1.2;Bipedal;Early Cretaceous;Spain;Had a throat pouch, over 200 teeth;1994;Las Hoyas, Spain;Toothed beak and throat pouch;Medium;https://en.wikipedia.org/wiki/Pelecanimimus;229
Qianzhousaurus;Qianzhousaurus;Qianzhou lizard;Carnivore;9.0;1500.0;3.0;Bipedal;Late Cretaceous;China;Nicknamed 'Pinocchio rex', long-snouted tyrannosaur;2014;Jiangxi Province, China;Slender skull, long snout;Medium;https://en.wikipedia.org/wiki/Qianzhousaurus;230
Qiupalong;Qiupalong;Qiupa dragon;Omnivore;3.0;90.0;1.5;Bipedal;Late Cretaceous;China;Ornithomimid with long limbs;2011;Henan Province, China;Slender build, bird-like legs;Medium;https://en.wikipedia.org/wiki/Qiupalong;231
